,participant_number,block_number,condition,RT,group,task
520,2,3,vehicles,635.3,fruit_vegetable_group,learning
521,2,3,tools,544.1,fruit_vegetable_group,learning
522,2,3,tools,761.8,fruit_vegetable_group,learning
523,2,3,tools,706.5,fruit_vegetable_group,learning
524,2,3,tools,624.9,fruit_vegetable_group,learning
525,2,3,vehicles,522.9,fruit_vegetable_group,learning
526,2,3,tools,523.7,fruit_vegetable_group,learning
527,3,0,vehicles,1198.2,fruit_vegetable_group,learning
528,3,0,tools,650.7,fruit_vegetable_group,learning
529,3,0,vehicles,669.6,fruit_vegetable_group,learning
530,3,0,vehicles,840.2,fruit_vegetable_group,learning
531,3,0,tools,700.4,fruit_vegetable_group,learning
532,3,0,vehicles,878.7,fruit_vegetable_group,learning
533,3,0,tools,742.5,fruit_vegetable_group,learning
534,3,0,vehicles,826.8,fruit_vegetable_group,learning
535,3,0,vehicles,801,fruit_vegetable_group,learning
536,3,0,tools,746.7,fruit_vegetable_group,learning
537,3,0,tools,886.8,fruit_vegetable_group,learning
538,3,0,tools,491.6,fruit_vegetable_group,learning
539,3,0,vehicles,820.4,fruit_vegetable_group,learning
540,3,0,vehicles,1024.9,fruit_vegetable_group,learning
541,3,0,tools,677.8,fruit_vegetable_group,learning
542,3,0,vehicles,694.8,fruit_vegetable_group,learning
543,3,0,vehicles,793,fruit_vegetable_group,learning
544,3,0,tools,840.6,fruit_vegetable_group,learning
545,3,0,tools,946.9,fruit_vegetable_group,learning
546,3,0,tools,759.5,fruit_vegetable_group,learning
547,3,0,vehicles,720,fruit_vegetable_group,learning
548,3,0,vehicles,1139.6,fruit_vegetable_group,learning
549,3,0,tools,818.6,fruit_vegetable_group,learning
550,3,0,vehicles,978.5,fruit_vegetable_group,learning
551,3,0,vehicles,587.5,fruit_vegetable_group,learning
552,3,0,tools,690.3,fruit_vegetable_group,learning
553,3,0,tools,824.5,fruit_vegetable_group,learning
554,3,0,vehicles,587.2,fruit_vegetable_group,learning
555,3,0,tools,734.6,fruit_vegetable_group,learning
556,3,0,tools,716.9,fruit_vegetable_group,learning
557,3,0,tools,585.4,fruit_vegetable_group,learning
558,3,0,vehicles,588.9,fruit_vegetable_group,learning
559,3,0,vehicles,721.7,fruit_vegetable_group,learning
560,3,0,vehicles,839,fruit_vegetable_group,learning
561,3,0,vehicles,683.3,fruit_vegetable_group,learning
562,3,0,vehicles,924.6,fruit_vegetable_group,learning
563,3,0,vehicles,773.4,fruit_vegetable_group,learning
564,3,0,vehicles,1164,fruit_vegetable_group,learning
565,3,0,tools,963.5,fruit_vegetable_group,learning
566,3,0,tools,850,fruit_vegetable_group,learning
567,3,0,tools,713.7,fruit_vegetable_group,learning
568,3,0,vehicles,689.7,fruit_vegetable_group,learning
569,3,0,vehicles,1108.5,fruit_vegetable_group,learning
570,3,0,tools,871.2,fruit_vegetable_group,learning
571,3,0,tools,1280.1,fruit_vegetable_group,learning
572,3,0,vehicles,971.4,fruit_vegetable_group,learning
573,3,0,tools,870.5,fruit_vegetable_group,learning
574,3,0,vehicles,919.3,fruit_vegetable_group,learning
575,3,0,tools,954.8,fruit_vegetable_group,learning
576,3,0,tools,694.4,fruit_vegetable_group,learning
577,3,0,vehicles,833.7,fruit_vegetable_group,learning
578,3,0,vehicles,928.8,fruit_vegetable_group,learning
579,3,0,tools,1019.9,fruit_vegetable_group,learning
580,3,0,tools,766.3,fruit_vegetable_group,learning
581,3,0,tools,724.8,fruit_vegetable_group,learning
582,3,0,vehicles,684.4,fruit_vegetable_group,learning
583,3,0,tools,618.3,fruit_vegetable_group,learning
584,3,0,vehicles,778.6,fruit_vegetable_group,learning
585,3,0,tools,817.2,fruit_vegetable_group,learning
586,3,0,tools,1088.5,fruit_vegetable_group,learning
587,3,0,vehicles,963.2,fruit_vegetable_group,learning
588,3,0,vehicles,962.5,fruit_vegetable_group,learning
589,3,0,tools,882.3,fruit_vegetable_group,learning
590,3,0,vehicles,960.2,fruit_vegetable_group,learning
591,3,0,vehicles,894.2,fruit_vegetable_group,learning
592,3,0,tools,1024.6,fruit_vegetable_group,learning
593,3,0,tools,740.4,fruit_vegetable_group,learning
594,3,1,tools,1218.8,fruit_vegetable_group,learning
595,3,1,tools,962.1,fruit_vegetable_group,learning
596,3,1,tools,770.2,fruit_vegetable_group,learning
597,3,1,vehicles,572.1,fruit_vegetable_group,learning
598,3,1,tools,848.2,fruit_vegetable_group,learning
599,3,1,tools,546.1,fruit_vegetable_group,learning
600,3,1,vehicles,690.1,fruit_vegetable_group,learning
601,3,1,tools,662.6,fruit_vegetable_group,learning
602,3,1,tools,703.6,fruit_vegetable_group,learning
603,3,1,tools,667.8,fruit_vegetable_group,learning
604,3,1,tools,948.5,fruit_vegetable_group,learning
605,3,1,tools,588.9,fruit_vegetable_group,learning
606,3,1,tools,723.8,fruit_vegetable_group,learning
607,3,1,tools,784.4,fruit_vegetable_group,learning
608,3,1,vehicles,618.3,fruit_vegetable_group,learning
609,3,1,vehicles,658.5,fruit_vegetable_group,learning
610,3,1,vehicles,896.2,fruit_vegetable_group,learning
611,3,1,vehicles,835.5,fruit_vegetable_group,learning
612,3,1,tools,1124.6,fruit_vegetable_group,learning
613,3,1,vehicles,927.4,fruit_vegetable_group,learning
614,3,1,tools,819.7,fruit_vegetable_group,learning
615,3,1,tools,868.7,fruit_vegetable_group,learning
616,3,1,vehicles,596.7,fruit_vegetable_group,learning
617,3,1,tools,745.6,fruit_vegetable_group,learning
618,3,1,tools,853.4,fruit_vegetable_group,learning
619,3,1,vehicles,889.2,fruit_vegetable_group,learning
620,3,1,tools,821.6,fruit_vegetable_group,learning
621,3,1,tools,766.9,fruit_vegetable_group,learning
622,3,1,tools,979.4,fruit_vegetable_group,learning
623,3,1,tools,806.4,fruit_vegetable_group,learning
624,3,1,vehicles,964.3,fruit_vegetable_group,learning
625,3,1,vehicles,611.1,fruit_vegetable_group,learning
626,3,1,vehicles,765.9,fruit_vegetable_group,learning
627,3,1,tools,539.3,fruit_vegetable_group,learning
628,3,1,vehicles,703.7,fruit_vegetable_group,learning
629,3,1,vehicles,702.3,fruit_vegetable_group,learning
630,3,1,tools,934.6,fruit_vegetable_group,learning
631,3,1,tools,842.5,fruit_vegetable_group,learning
632,3,1,vehicles,761.5,fruit_vegetable_group,learning
633,3,1,tools,840.1,fruit_vegetable_group,learning
634,3,1,vehicles,606.4,fruit_vegetable_group,learning
635,3,1,vehicles,920.4,fruit_vegetable_group,learning
636,3,1,vehicles,713.4,fruit_vegetable_group,learning
637,3,1,vehicles,785.9,fruit_vegetable_group,learning
638,3,1,vehicles,887,fruit_vegetable_group,learning
639,3,1,vehicles,867.3,fruit_vegetable_group,learning
640,3,1,tools,723.1,fruit_vegetable_group,learning
641,3,1,tools,660.2,fruit_vegetable_group,learning
642,3,1,tools,679.5,fruit_vegetable_group,learning
643,3,1,vehicles,714.2,fruit_vegetable_group,learning
644,3,1,tools,834.5,fruit_vegetable_group,learning
645,3,1,vehicles,706.6,fruit_vegetable_group,learning
646,3,1,vehicles,582.1,fruit_vegetable_group,learning
647,3,1,vehicles,688.7,fruit_vegetable_group,learning
648,3,1,vehicles,810.7,fruit_vegetable_group,learning
649,3,1,vehicles,740,fruit_vegetable_group,learning
650,3,1,vehicles,647.1,fruit_vegetable_group,learning
651,3,1,vehicles,724.4,fruit_vegetable_group,learning
652,3,1,vehicles,852.4,fruit_vegetable_group,learning
653,3,1,tools,837.8,fruit_vegetable_group,learning
654,3,1,vehicles,505.5,fruit_vegetable_group,learning
655,3,1,tools,627.4,fruit_vegetable_group,learning
656,3,1,tools,551.3,fruit_vegetable_group,learning
657,3,1,tools,722.2,fruit_vegetable_group,learning
658,3,1,tools,910.7,fruit_vegetable_group,learning
659,3,1,vehicles,969.4,fruit_vegetable_group,learning
660,3,1,vehicles,744.9,fruit_vegetable_group,learning
661,3,2,vehicles,769.8,fruit_vegetable_group,learning
662,3,2,tools,522.9,fruit_vegetable_group,learning
663,3,2,tools,635,fruit_vegetable_group,learning
664,3,2,vehicles,693.3,fruit_vegetable_group,learning
665,3,2,vehicles,783.1,fruit_vegetable_group,learning
666,3,2,tools,689.4,fruit_vegetable_group,learning
667,3,2,vehicles,699,fruit_vegetable_group,learning
668,3,2,vehicles,633.4,fruit_vegetable_group,learning
669,3,2,tools,686.3,fruit_vegetable_group,learning
670,3,2,tools,528.8,fruit_vegetable_group,learning
671,3,2,vehicles,620,fruit_vegetable_group,learning
672,3,2,tools,683.3,fruit_vegetable_group,learning
673,3,2,vehicles,827,fruit_vegetable_group,learning
674,3,2,vehicles,476.3,fruit_vegetable_group,learning
675,3,2,tools,756,fruit_vegetable_group,learning
676,3,2,tools,682.6,fruit_vegetable_group,learning
677,3,2,tools,829.1,fruit_vegetable_group,learning
678,3,2,vehicles,653.2,fruit_vegetable_group,learning
679,3,2,vehicles,765.7,fruit_vegetable_group,learning
680,3,2,vehicles,917.4,fruit_vegetable_group,learning
681,3,2,vehicles,771.7,fruit_vegetable_group,learning
682,3,2,vehicles,693.3,fruit_vegetable_group,learning
683,3,2,vehicles,715.2,fruit_vegetable_group,learning
684,3,2,vehicles,986.1,fruit_vegetable_group,learning
685,3,2,tools,659.5,fruit_vegetable_group,learning
686,3,2,tools,727.6,fruit_vegetable_group,learning
687,3,2,vehicles,865.1,fruit_vegetable_group,learning
688,3,2,tools,736.8,fruit_vegetable_group,learning
689,3,2,tools,748.2,fruit_vegetable_group,learning
690,3,2,tools,576.1,fruit_vegetable_group,learning
691,3,2,vehicles,925.2,fruit_vegetable_group,learning
692,3,2,tools,845.3,fruit_vegetable_group,learning
693,3,2,vehicles,728.6,fruit_vegetable_group,learning
694,3,2,vehicles,676.9,fruit_vegetable_group,learning
695,3,2,tools,852.3,fruit_vegetable_group,learning
696,3,2,tools,628.3,fruit_vegetable_group,learning
697,3,2,vehicles,629.6,fruit_vegetable_group,learning
698,3,2,vehicles,887.4,fruit_vegetable_group,learning
699,3,2,tools,1072.2,fruit_vegetable_group,learning
700,3,2,vehicles,568.3,fruit_vegetable_group,learning
701,3,2,tools,607.8,fruit_vegetable_group,learning
702,3,2,tools,519.8,fruit_vegetable_group,learning
703,3,2,vehicles,797,fruit_vegetable_group,learning
704,3,2,tools,628.2,fruit_vegetable_group,learning
705,3,2,tools,632.3,fruit_vegetable_group,learning
706,3,2,tools,610.4,fruit_vegetable_group,learning
707,3,2,tools,873.4,fruit_vegetable_group,learning
708,3,2,vehicles,777.5,fruit_vegetable_group,learning
709,3,2,vehicles,735.9,fruit_vegetable_group,learning
710,3,2,vehicles,675.4,fruit_vegetable_group,learning
711,3,2,vehicles,683.1,fruit_vegetable_group,learning
712,3,2,vehicles,553.4,fruit_vegetable_group,learning
713,3,2,vehicles,951.2,fruit_vegetable_group,learning
714,3,2,vehicles,625.9,fruit_vegetable_group,learning
715,3,2,tools,642.4,fruit_vegetable_group,learning
716,3,2,vehicles,586.7,fruit_vegetable_group,learning
717,3,2,vehicles,457.8,fruit_vegetable_group,learning
718,3,2,tools,766.4,fruit_vegetable_group,learning
719,3,2,tools,577.2,fruit_vegetable_group,learning
720,3,2,tools,751.8,fruit_vegetable_group,learning
721,3,2,vehicles,638.2,fruit_vegetable_group,learning
722,3,2,tools,657.3,fruit_vegetable_group,learning
723,3,2,tools,939.5,fruit_vegetable_group,learning
724,3,2,tools,859.6,fruit_vegetable_group,learning
725,3,2,vehicles,722.6,fruit_vegetable_group,learning
726,3,2,tools,706.2,fruit_vegetable_group,learning
727,3,2,vehicles,664.9,fruit_vegetable_group,learning
728,3,2,vehicles,805.2,fruit_vegetable_group,learning
729,3,2,tools,733.5,fruit_vegetable_group,learning
730,3,3,tools,885.9,fruit_vegetable_group,learning
731,3,3,tools,981.9,fruit_vegetable_group,learning
732,3,3,tools,801.2,fruit_vegetable_group,learning
733,3,3,tools,667.5,fruit_vegetable_group,learning
734,3,3,tools,804.2,fruit_vegetable_group,learning
735,3,3,tools,799.2,fruit_vegetable_group,learning
736,3,3,vehicles,584.8,fruit_vegetable_group,learning
737,3,3,vehicles,687,fruit_vegetable_group,learning
738,3,3,tools,575.1,fruit_vegetable_group,learning
739,3,3,vehicles,914.5,fruit_vegetable_group,learning
740,3,3,vehicles,1136.2,fruit_vegetable_group,learning
741,3,3,vehicles,596.7,fruit_vegetable_group,learning
742,3,3,vehicles,724.8,fruit_vegetable_group,learning
743,3,3,vehicles,644.6,fruit_vegetable_group,learning
744,3,3,tools,717.3,fruit_vegetable_group,learning
745,3,3,vehicles,671.3,fruit_vegetable_group,learning
746,3,3,tools,673.8,fruit_vegetable_group,learning
747,3,3,vehicles,873.9,fruit_vegetable_group,learning
748,3,3,tools,631,fruit_vegetable_group,learning
749,3,3,tools,624.5,fruit_vegetable_group,learning
750,3,3,tools,713.7,fruit_vegetable_group,learning
751,3,3,tools,666.7,fruit_vegetable_group,learning
752,3,3,tools,639.4,fruit_vegetable_group,learning
753,3,3,tools,667.4,fruit_vegetable_group,learning
754,3,3,vehicles,732.9,fruit_vegetable_group,learning
755,3,3,vehicles,1096.2,fruit_vegetable_group,learning
756,3,3,vehicles,564.6,fruit_vegetable_group,learning
757,3,3,tools,640.5,fruit_vegetable_group,learning
758,3,3,vehicles,650.2,fruit_vegetable_group,learning
759,3,3,tools,768.6,fruit_vegetable_group,learning
760,3,3,vehicles,986.6,fruit_vegetable_group,learning
761,3,3,vehicles,1084.9,fruit_vegetable_group,learning
762,3,3,tools,968.8,fruit_vegetable_group,learning
763,3,3,vehicles,819.9,fruit_vegetable_group,learning
764,3,3,tools,612.9,fruit_vegetable_group,learning
765,3,3,vehicles,611.6,fruit_vegetable_group,learning
766,3,3,vehicles,537.8,fruit_vegetable_group,learning
767,3,3,tools,654.4,fruit_vegetable_group,learning
768,3,3,vehicles,748.3,fruit_vegetable_group,learning
769,3,3,tools,714.5,fruit_vegetable_group,learning
770,3,3,tools,1043.7,fruit_vegetable_group,learning
771,3,3,tools,633,fruit_vegetable_group,learning
772,3,3,vehicles,557.5,fruit_vegetable_group,learning
773,3,3,tools,775.4,fruit_vegetable_group,learning
774,3,3,vehicles,849.7,fruit_vegetable_group,learning
775,3,3,tools,616.3,fruit_vegetable_group,learning
776,3,3,tools,623,fruit_vegetable_group,learning
777,3,3,vehicles,824,fruit_vegetable_group,learning
778,3,3,tools,919.1,fruit_vegetable_group,learning
779,3,3,vehicles,626.2,fruit_vegetable_group,learning
780,3,3,tools,760.5,fruit_vegetable_group,learning
781,3,3,tools,988.7,fruit_vegetable_group,learning
782,3,3,vehicles,772.5,fruit_vegetable_group,learning
783,3,3,tools,674.2,fruit_vegetable_group,learning
784,3,3,vehicles,632,fruit_vegetable_group,learning
785,3,3,tools,992.1,fruit_vegetable_group,learning
786,3,3,vehicles,880,fruit_vegetable_group,learning
787,3,3,vehicles,728.2,fruit_vegetable_group,learning
788,3,3,vehicles,1066.6,fruit_vegetable_group,learning
789,3,3,tools,863.3,fruit_vegetable_group,learning
790,3,3,tools,1039,fruit_vegetable_group,learning
791,3,3,vehicles,846.9,fruit_vegetable_group,learning
792,3,3,vehicles,706.8,fruit_vegetable_group,learning
793,3,3,vehicles,856.1,fruit_vegetable_group,learning
794,3,3,vehicles,824.2,fruit_vegetable_group,learning
795,3,3,vehicles,911.7,fruit_vegetable_group,learning
796,3,3,tools,937,fruit_vegetable_group,learning
797,4,0,vehicles,729.7,fruit_vegetable_group,learning
798,4,0,tools,398.4,fruit_vegetable_group,learning
799,4,0,tools,583.6,fruit_vegetable_group,learning
800,4,0,tools,403.9,fruit_vegetable_group,learning
801,4,0,vehicles,390.2,fruit_vegetable_group,learning
802,4,0,vehicles,419.1,fruit_vegetable_group,learning
803,4,0,tools,427.4,fruit_vegetable_group,learning
804,4,0,vehicles,497.5,fruit_vegetable_group,learning
805,4,0,vehicles,326.8,fruit_vegetable_group,learning
806,4,0,vehicles,597.1,fruit_vegetable_group,learning
807,4,0,tools,443.9,fruit_vegetable_group,learning
808,4,0,tools,432.6,fruit_vegetable_group,learning
809,4,0,vehicles,385.2,fruit_vegetable_group,learning
810,4,0,tools,418.5,fruit_vegetable_group,learning
811,4,0,vehicles,554.2,fruit_vegetable_group,learning
812,4,0,vehicles,554.9,fruit_vegetable_group,learning
813,4,0,vehicles,463.5,fruit_vegetable_group,learning
814,4,0,vehicles,571.1,fruit_vegetable_group,learning
815,4,0,tools,513.7,fruit_vegetable_group,learning
816,4,0,vehicles,459.2,fruit_vegetable_group,learning
817,4,0,vehicles,654.7,fruit_vegetable_group,learning
818,4,0,vehicles,522.2,fruit_vegetable_group,learning
819,4,0,vehicles,421.1,fruit_vegetable_group,learning
820,4,0,tools,611.2,fruit_vegetable_group,learning
821,4,0,vehicles,370.6,fruit_vegetable_group,learning
822,4,0,tools,724.7,fruit_vegetable_group,learning
823,4,0,tools,639.5,fruit_vegetable_group,learning
824,4,0,tools,433.1,fruit_vegetable_group,learning
825,4,0,tools,643.5,fruit_vegetable_group,learning
826,4,0,tools,671.1,fruit_vegetable_group,learning
827,4,0,tools,712.4,fruit_vegetable_group,learning
828,4,0,vehicles,681.8,fruit_vegetable_group,learning
829,4,0,vehicles,513.6,fruit_vegetable_group,learning
830,4,0,vehicles,458.9,fruit_vegetable_group,learning
831,4,0,tools,438.7,fruit_vegetable_group,learning
832,4,0,vehicles,588.8,fruit_vegetable_group,learning
833,4,0,vehicles,491.4,fruit_vegetable_group,learning
834,4,0,vehicles,636.2,fruit_vegetable_group,learning
835,4,0,vehicles,531.3,fruit_vegetable_group,learning
836,4,0,vehicles,715.8,fruit_vegetable_group,learning
837,4,0,vehicles,535.1,fruit_vegetable_group,learning
838,4,0,tools,705.7,fruit_vegetable_group,learning
839,4,0,tools,480.7,fruit_vegetable_group,learning
840,4,0,vehicles,511.4,fruit_vegetable_group,learning
841,4,0,vehicles,503.2,fruit_vegetable_group,learning
842,4,0,vehicles,611.7,fruit_vegetable_group,learning
843,4,0,tools,535,fruit_vegetable_group,learning
844,4,0,vehicles,541.4,fruit_vegetable_group,learning
845,4,0,tools,724.3,fruit_vegetable_group,learning
846,4,0,vehicles,460.8,fruit_vegetable_group,learning
847,4,0,tools,458.1,fruit_vegetable_group,learning
848,4,0,tools,526,fruit_vegetable_group,learning
849,4,0,tools,534.4,fruit_vegetable_group,learning
850,4,0,tools,584.1,fruit_vegetable_group,learning
851,4,0,tools,564.6,fruit_vegetable_group,learning
852,4,0,vehicles,540.2,fruit_vegetable_group,learning
853,4,0,tools,525,fruit_vegetable_group,learning
